Auction ID,location,Interval,X,Y,precip,weights
0,"Athens, GA",2007_06,-83.38,33.96,87.85,467.7419355
18,"Blackshear, GA",2007_06,-82.24,31.31,97.04,454.1666667
15,"Blakely, GA",2007_06,-84.93,31.38,87.27,522.0930233
10,"Calhoun, GA",2007_06,-84.95,34.5,147.22,502.6595745
7,"Carnesville, GA",2007_06,-83.24,34.37,58.17,489.1304348
4,"Carrollton, GA",2007_06,-85.08,33.58,95.61,466.6666667
1,"Dixie Livestock Market, GA",2007_06,-82.32,32.37,113.31,483.0882353
19,"Donalsonville, GA",2007_06,-84.88,31.04,141.05,486.71875
16,"Eastanollee, GA",2007_06,-83.26,34.52,117.37,481.25
12,"Fitzgerald, GA",2007_06,-83.25,31.72,89.53,463.6363636
8,"Greensboro, GA",2007_06,-83.18,33.58,192.08,488.1355932
5,"Jackson, GA",2007_06,-83.97,33.3,117.36,454.7297297
2,"Lanier, GA",2007_06,-84,34.28,59.42,504.6511628
20,"Moutlrie, GA",2007_06,-83.79,31.19,86.34,469.047619
17,"Pulaski Co Stockyard, GA",2007_06,-83.47,32.28,59.77,460.4166667
14,"Swainsboro, GA",2007_06,-82.33,32.6,73.35,448.1481481
9,"Thomaston, GA",2007_06,-84.33,32.89,97.54,423.75
6,"Thomasville, GA",2007_06,-83.98,30.84,63.51,434.3283582
3,"Washington, GA",2007_06,-82.74,33.74,162.62,446.7213115
13,"Americus, GA",2007_07,-84.23,32.07,69.11,417.8571429
11,"Ashburn, GA",2007_07,-83.65,31.71,96.55,474.2424242
1,"Athens, GA",2007_07,-83.38,33.96,56.3,463.1147541
19,"Blackshear, GA",2007_07,-82.24,31.31,87.73,414.1025641
16,"Blakely, GA",2007_07,-84.93,31.38,125.77,559.2105263
12,"Calhoun, GA",2007_07,-84.95,34.5,175.47,478.2608696
8,"Carnesville, GA",2007_07,-83.24,34.37,60.38,477.8350515
5,"Carrollton, GA",2007_07,-85.08,33.58,73.91,475.625
2,"Dixie Livestock Market, GA",2007_07,-82.32,32.37,73.11,464.1025641
20,"Donalsonville, GA",2007_07,-84.88,31.04,91.23,495.6896552
17,"Eastanollee, GA",2007_07,-83.26,34.52,115.86,466.8831169
14,"Fitzgerald, GA",2007_07,-83.25,31.72,93.79,444.8717949
9,"Greensboro, GA",2007_07,-83.18,33.58,212.86,488.7755102
6,"Jackson, GA",2007_07,-83.97,33.3,119.3,470
3,"Lanier, GA",2007_07,-84,34.28,59.35,496.9879518
0,"Moutlrie, GA",2007_07,-83.79,31.19,115.46,454.6875
18,"Pulaski Co Stockyard, GA",2007_07,-83.47,32.28,46.95,448.2142857
15,"Swainsboro, GA",2007_07,-82.33,32.6,79.98,444.7368421
10,"Thomaston, GA",2007_07,-84.33,32.89,105.24,437.5
7,"Thomasville, GA",2007_07,-83.98,30.84,98.25,465.0943396
4,"Washington, GA",2007_07,-82.74,33.74,78.77,486.9565217
13,"Americus, GA",2007_08,-84.23,32.07,58.55,476.056338
11,"Ashburn, GA",2007_08,-83.65,31.71,134.53,477.826087
2,"Athens, GA",2007_08,-83.38,33.96,81.65,454.6666667
20,"Blackshear, GA",2007_08,-82.24,31.31,78.68,427.9069767
17,"Blakely, GA",2007_08,-84.93,31.38,67.59,546.5517241
14,"Calhoun, GA",2007_08,-84.95,34.5,239.71,499.5145631
9,"Carnesville, GA",2007_08,-83.24,34.37,68.87,476.7123288
6,"Carrollton, GA",2007_08,-85.08,33.58,30.4,508.3333333
3,"Dixie Livestock Market, GA",2007_08,-82.32,32.37,63.99,478.5714286
0,"Donalsonville, GA",2007_08,-84.88,31.04,66.28,484.7826087
18,"Eastanollee, GA",2007_08,-83.26,34.52,74.63,466.9642857
15,"Fitzgerald, GA",2007_08,-83.25,31.72,77.39,436.2068966
10,"Greensboro, GA",2007_08,-83.18,33.58,100.63,500.6944444
7,"Jackson, GA",2007_08,-83.97,33.3,90.51,483.7209302
4,"Lanier, GA",2007_08,-84,34.28,88.01,472.2222222
1,"Moutlrie, GA",2007_08,-83.79,31.19,79.96,463.2653061
19,"Pulaski Co Stockyard, GA",2007_08,-83.47,32.28,91.25,470.8333333
16,"Swainsboro, GA",2007_08,-82.33,32.6,83.25,487.962963
12,"Thomaston, GA",2007_08,-84.33,32.89,92.9,502.7777778
8,"Thomasville, GA",2007_08,-83.98,30.84,84.49,511.9047619
5,"Washington, GA",2007_08,-82.74,33.74,56.38,490
13,"Americus, GA",2007_09,-84.23,32.07,54.95,468.4210526
11,"Ashburn, GA",2007_09,-83.65,31.71,89.42,468.4782609
3,"Athens, GA",2007_09,-83.38,33.96,128.83,467.3076923
0,"Blackshear, GA",2007_09,-82.24,31.31,176.85,453.125
18,"Blakely, GA",2007_09,-84.93,31.38,78.84,583.3333333
15,"Calhoun, GA",2007_09,-84.95,34.5,246.7,528.313253
10,"Carnesville, GA",2007_09,-83.24,34.37,70.6,473.7623762
7,"Carrollton, GA",2007_09,-85.08,33.58,69.79,509.6153846
4,"Dixie Livestock Market, GA",2007_09,-82.32,32.37,113.26,470.9459459
1,"Donalsonville, GA",2007_09,-84.88,31.04,67.31,497.3684211
19,"Eastanollee, GA",2007_09,-83.26,34.52,102.85,493.3962264
16,"Fitzgerald, GA",2007_09,-83.25,31.72,82.6,472.5806452
12,"Greensboro, GA",2007_09,-83.18,33.58,47.68,487
8,"Jackson, GA",2007_09,-83.97,33.3,178.69,483.5714286
5,"Lanier, GA",2007_09,-84,34.28,82.19,484.9206349
2,"Moutlrie, GA",2007_09,-83.79,31.19,107.58,486.6666667
20,"Pulaski Co Stockyard, GA",2007_09,-83.47,32.28,158.02,498.2954545
17,"Swainsboro, GA",2007_09,-82.33,32.6,60.84,464.516129
14,"Thomaston, GA",2007_09,-84.33,32.89,66.03,523.9130435
9,"Thomasville, GA",2007_09,-83.98,30.84,116.15,496.5277778
6,"Washington, GA",2007_09,-82.74,33.74,65.12,502.8571429
13,"Americus, GA",2007_10,-84.23,32.07,123.55,450.9803922
11,"Ashburn, GA",2007_10,-83.65,31.71,85.99,463.3027523
4,"Athens, GA",2007_10,-83.38,33.96,122.16,475
1,"Blackshear, GA",2007_10,-82.24,31.31,65.29,461.2903226
19,"Blakely, GA",2007_10,-84.93,31.38,93.83,505.1724138
16,"Calhoun, GA",2007_10,-84.95,34.5,138,523.4939759
12,"Carnesville, GA",2007_10,-83.24,34.37,101.11,492.0560748
8,"Carrollton, GA",2007_10,-85.08,33.58,92.13,481.7204301
5,"Dixie Livestock Market, GA",2007_10,-82.32,32.37,85.16,477.1276596
2,"Donalsonville, GA",2007_10,-84.88,31.04,83.83,498
20,"Eastanollee, GA",2007_10,-83.26,34.52,124.84,506.4705882
17,"Fitzgerald, GA",2007_10,-83.25,31.72,90.71,481.8965517
14,"Greensboro, GA",2007_10,-83.18,33.58,87.17,505.1282051
9,"Jackson, GA",2007_10,-83.97,33.3,170.44,501.8987342
6,"Lanier, GA",2007_10,-84,34.28,110.37,472.5352113
3,"Moutlrie, GA",2007_10,-83.79,31.19,172.21,456.547619
0,"Pulaski Co Stockyard, GA",2007_10,-83.47,32.28,176.51,476.8041237
18,"Swainsboro, GA",2007_10,-82.33,32.6,44.81,472.5490196
15,"Thomaston, GA",2007_10,-84.33,32.89,65.32,482.5
10,"Thomasville, GA",2007_10,-83.98,30.84,91.24,494.7368421
7,"Washington, GA",2007_10,-82.74,33.74,93.89,493.902439
13,"Americus, GA",2007_11,-84.23,32.07,123.96,483.75
11,"Ashburn, GA",2007_11,-83.65,31.71,41.29,459.0909091
5,"Athens, GA",2007_11,-83.38,33.96,132.8,469.2307692
2,"Blackshear, GA",2007_11,-82.24,31.31,138.37,455
20,"Blakely, GA",2007_11,-84.93,31.38,108.04,534.4444444
17,"Calhoun, GA",2007_11,-84.95,34.5,56.34,498.7654321
14,"Carnesville, GA",2007_11,-83.24,34.37,85.22,473.0769231
9,"Carrollton, GA",2007_11,-85.08,33.58,74.36,501.7241379
6,"Dixie Livestock Market, GA",2007_11,-82.32,32.37,123.61,487.2881356
3,"Donalsonville, GA",2007_11,-84.88,31.04,102.07,515.2542373
0,"Eastanollee, GA",2007_11,-83.26,34.52,110.35,496.0784314
18,"Fitzgerald, GA",2007_11,-83.25,31.72,82.66,458.4745763
15,"Greensboro, GA",2007_11,-83.18,33.58,73.24,502.6666667
10,"Jackson, GA",2007_11,-83.97,33.3,132.36,481.8181818
7,"Lanier, GA",2007_11,-84,34.28,84.93,490.3508772
4,"Moutlrie, GA",2007_11,-83.79,31.19,191.8,462.1621622
1,"Pulaski Co Stockyard, GA",2007_11,-83.47,32.28,102.33,469.3548387
19,"Swainsboro, GA",2007_11,-82.33,32.6,71.74,492.8571429
16,"Thomaston, GA",2007_11,-84.33,32.89,77.31,490.4761905
12,"Thomasville, GA",2007_11,-83.98,30.84,110.45,486.6666667
8,"Washington, GA",2007_11,-82.74,33.74,94.22,469.3877551
13,"Americus, GA",2008_01,-84.23,32.07,70.21,468.8888889
11,"Ashburn, GA",2008_01,-83.65,31.71,40.94,464.8809524
6,"Athens, GA",2008_01,-83.38,33.96,153.67,460.4477612
3,"Blackshear, GA",2008_01,-82.24,31.31,48.91,438.6363636
0,"Blakely, GA",2008_01,-84.93,31.38,89,550
18,"Calhoun, GA",2008_01,-84.95,34.5,65.75,492.2619048
15,"Carnesville, GA",2008_01,-83.24,34.37,66.67,491.1111111
10,"Carrollton, GA",2008_01,-85.08,33.58,70.24,465.942029
7,"Dixie Livestock Market, GA",2008_01,-82.32,32.37,101.79,486.4285714
4,"Donalsonville, GA",2008_01,-84.88,31.04,134.58,499.0566038
1,"Eastanollee, GA",2008_01,-83.26,34.52,73.6,506.3380282
19,"Fitzgerald, GA",2008_01,-83.25,31.72,61.15,474.4186047
16,"Greensboro, GA",2008_01,-83.18,33.58,89.82,483.3333333
12,"Jackson, GA",2008_01,-83.97,33.3,110.34,490.7692308
8,"Lanier, GA",2008_01,-84,34.28,97.89,484.6666667
5,"Moutlrie, GA",2008_01,-83.79,31.19,94.24,462.0689655
2,"Pulaski Co Stockyard, GA",2008_01,-83.47,32.28,117.73,468.3098592
20,"Swainsboro, GA",2008_01,-82.33,32.6,67.89,503
17,"Thomaston, GA",2008_01,-84.33,32.89,163.77,487.5
14,"Thomasville, GA",2008_01,-83.98,30.84,,479.4117647
9,"Washington, GA",2008_01,-82.74,33.74,103.34,445
13,"Americus, GA",2008_02,-84.23,32.07,74.17,468.0327869
11,"Ashburn, GA",2008_02,-83.65,31.71,72.16,476.5625
7,"Athens, GA",2008_02,-83.38,33.96,70.9,510.5263158
4,"Blackshear, GA",2008_02,-82.24,31.31,67.5,468.75
1,"Blakely, GA",2008_02,-84.93,31.38,73.32,479.1666667
19,"Calhoun, GA",2008_02,-84.95,34.5,136.46,517.9487179
16,"Carnesville, GA",2008_02,-83.24,34.37,53.44,468.2352941
12,"Carrollton, GA",2008_02,-85.08,33.58,76.26,486.6666667
8,"Dixie Livestock Market, GA",2008_02,-82.32,32.37,61.51,508.8888889
5,"Donalsonville, GA",2008_02,-84.88,31.04,114.7,500.9615385
2,"Eastanollee, GA",2008_02,-83.26,34.52,79.81,488.1944444
20,"Fitzgerald, GA",2008_02,-83.25,31.72,57.63,516.8539326
17,"Greensboro, GA",2008_02,-83.18,33.58,69.67,489.7959184
14,"Jackson, GA",2008_02,-83.97,33.3,82.04,489.0909091
9,"Lanier, GA",2008_02,-84,34.28,117.29,492.8571429
6,"Moutlrie, GA",2008_02,-83.79,31.19,61.39,482.278481
3,"Pulaski Co Stockyard, GA",2008_02,-83.47,32.28,157.65,459.7222222
0,"Swainsboro, GA",2008_02,-82.33,32.6,94.41,463
18,"Thomaston, GA",2008_02,-84.33,32.89,100.59,466.6666667
15,"Thomasville, GA",2008_02,-83.98,30.84,,499.2063492
10,"Washington, GA",2008_02,-82.74,33.74,159.7,500.7575758
13,"Americus, GA",2008_03,-84.23,32.07,64.48,460.9756098
11,"Ashburn, GA",2008_03,-83.65,31.71,185.44,493.4065934
2,"Blakely, GA",2008_03,-84.93,31.38,61.1,562.8205128
20,"Calhoun, GA",2008_03,-84.95,34.5,74.2,517.9487179
17,"Carnesville, GA",2008_03,-83.24,34.37,89.08,492.7710843
14,"Carrollton, GA",2008_03,-85.08,33.58,31.1,487.012987
9,"Dixie Livestock Market, GA",2008_03,-82.32,32.37,81.35,524.1935484
6,"Donalsonville, GA",2008_03,-84.88,31.04,50.66,548.1132075
3,"Eastanollee, GA",2008_03,-83.26,34.52,52.19,491.8918919
0,"Fitzgerald, GA",2008_03,-83.25,31.72,32.29,494.6601942
18,"Greensboro, GA",2008_03,-83.18,33.58,50.3,486.9047619
15,"Jackson, GA",2008_03,-83.97,33.3,136.7,509.7222222
10,"Lanier, GA",2008_03,-84,34.28,118.13,464.7058824
7,"Moutlrie, GA",2008_03,-83.79,31.19,59.11,486.7088608
4,"Pulaski Co Stockyard, GA",2008_03,-83.47,32.28,189.38,491.3333333
1,"Swainsboro, GA",2008_03,-82.33,32.6,112.19,481.4516129
19,"Thomaston, GA",2008_03,-84.33,32.89,198.18,510
16,"Thomasville, GA",2008_03,-83.98,30.84,109.65,466.3461538
12,"Washington, GA",2008_03,-82.74,33.74,145.5,463.0769231
13,"Americus, GA",2008_04,-84.23,32.07,83.73,503.6585366
11,"Ashburn, GA",2008_04,-83.65,31.71,262.11,491.025641
9,"Athens, GA",2008_04,-83.38,33.96,74.55,488.8157895
6,"Blackshear, GA",2008_04,-82.24,31.31,114.89,562.5
3,"Blakely, GA",2008_04,-84.93,31.38,86.58,583.3333333
0,"Calhoun, GA",2008_04,-84.95,34.5,67.38,492.5675676
18,"Carnesville, GA",2008_04,-83.24,34.37,147.06,500.4587156
15,"Carrollton, GA",2008_04,-85.08,33.58,81.45,481.5384615
10,"Dixie Livestock Market, GA",2008_04,-82.32,32.37,86.12,494.8863636
7,"Donalsonville, GA",2008_04,-84.88,31.04,73.22,530.2469136
4,"Eastanollee, GA",2008_04,-83.26,34.52,59.69,515.9090909
1,"Fitzgerald, GA",2008_04,-83.25,31.72,53.7,507.2463768
19,"Greensboro, GA",2008_04,-83.18,33.58,89.6,502.0833333
16,"Jackson, GA",2008_04,-83.97,33.3,78.81,509.3333333
12,"Lanier, GA",2008_04,-84,34.28,132.11,486.6666667
8,"Moutlrie, GA",2008_04,-83.79,31.19,97.97,516.2037037
5,"Pulaski Co Stockyard, GA",2008_04,-83.47,32.28,206.77,462.0879121
2,"Swainsboro, GA",2008_04,-82.33,32.6,91.24,482.1428571
20,"Thomaston, GA",2008_04,-84.33,32.89,93.17,450
17,"Thomasville, GA",2008_04,-83.98,30.84,80.32,517.3611111
14,"Washington, GA",2008_04,-82.74,33.74,58.12,460.3174603
13,"Americus, GA",2008_05,-84.23,32.07,119.52,475.862069
11,"Ashburn, GA",2008_05,-83.65,31.71,141.88,484.5679012
10,"Athens, GA",2008_05,-83.38,33.96,101.37,550
7,"Blackshear, GA",2008_05,-82.24,31.31,102.86,520.8333333
4,"Blakely, GA",2008_05,-84.93,31.38,97.07,585.5263158
1,"Calhoun, GA",2008_05,-84.95,34.5,93.35,503.2110092
19,"Carnesville, GA",2008_05,-83.24,34.37,113.07,491.3978495
16,"Carrollton, GA",2008_05,-85.08,33.58,77.25,500.7575758
12,"Dixie Livestock Market, GA",2008_05,-82.32,32.37,38.21,479.7468354
8,"Donalsonville, GA",2008_05,-84.88,31.04,180.97,506.8181818
5,"Eastanollee, GA",2008_05,-83.26,34.52,118.3,509.4594595
2,"Fitzgerald, GA",2008_05,-83.25,31.72,95.32,460.4477612
20,"Greensboro, GA",2008_05,-83.18,33.58,52.85,510.15625
17,"Jackson, GA",2008_05,-83.97,33.3,111.91,495.0704225
14,"Lanier, GA",2008_05,-84,34.28,91.96,484.6153846
9,"Moutlrie, GA",2008_05,-83.79,31.19,130.64,461.5384615
6,"Pulaski Co Stockyard, GA",2008_05,-83.47,32.28,153.55,529.375
3,"Swainsboro, GA",2008_05,-82.33,32.6,93.99,492
0,"Thomaston, GA",2008_05,-84.33,32.89,49.01,512.5
18,"Thomasville, GA",2008_05,-83.98,30.84,69.68,509.8484848
15,"Washington, GA",2008_05,-82.74,33.74,113.71,475
13,"Americus, GA",2008_06,-84.23,32.07,93.71,485.106383
11,"Ashburn, GA",2008_06,-83.65,31.71,78.94,476.7857143
12,"Athens, GA",2008_06,-83.38,33.96,34.88,494.8717949
8,"Blackshear, GA",2008_06,-82.24,31.31,149.65,426.4705882
5,"Blakely, GA",2008_06,-84.93,31.38,71.9,542.8571429
2,"Calhoun, GA",2008_06,-84.95,34.5,115.53,534.8684211
20,"Carnesville, GA",2008_06,-83.24,34.37,103.31,503.8461538
17,"Carrollton, GA",2008_06,-85.08,33.58,60.01,494.5205479
14,"Dixie Livestock Market, GA",2008_06,-82.32,32.37,63.69,478.0821918
9,"Donalsonville, GA",2008_06,-84.88,31.04,235.72,483.6363636
6,"Eastanollee, GA",2008_06,-83.26,34.52,102.8,505.3846154
3,"Fitzgerald, GA",2008_06,-83.25,31.72,87,469.6969697
0,"Greensboro, GA",2008_06,-83.18,33.58,173.89,522.1153846
18,"Jackson, GA",2008_06,-83.97,33.3,102.27,503.2786885
15,"Lanier, GA",2008_06,-84,34.28,62.71,506.0810811
10,"Moutlrie, GA",2008_06,-83.79,31.19,155.05,493.902439
7,"Pulaski Co Stockyard, GA",2008_06,-83.47,32.28,43.8,483.3333333
4,"Swainsboro, GA",2008_06,-82.33,32.6,138.44,467.8571429
1,"Thomaston, GA",2008_06,-84.33,32.89,61.23,509.0909091
19,"Thomasville, GA",2008_06,-83.98,30.84,114.66,501.0416667
16,"Washington, GA",2008_06,-82.74,33.74,141.47,476.6666667
13,"Americus, GA",2008_07,-84.23,32.07,90.85,492.8571429
11,"Ashburn, GA",2008_07,-83.65,31.71,99.82,482.9545455
14,"Athens, GA",2008_07,-83.38,33.96,83.87,535.2941176
9,"Blackshear, GA",2008_07,-82.24,31.31,144.74,464.516129
6,"Blakely, GA",2008_07,-84.93,31.38,97.96,527.5862069
3,"Calhoun, GA",2008_07,-84.95,34.5,83.09,520.5882353
0,"Carnesville, GA",2008_07,-83.24,34.37,71.73,529.8850575
18,"Carrollton, GA",2008_07,-85.08,33.58,54.74,512.1794872
15,"Dixie Livestock Market, GA",2008_07,-82.32,32.37,58.64,505.9701493
10,"Donalsonville, GA",2008_07,-84.88,31.04,,522.2222222
7,"Eastanollee, GA",2008_07,-83.26,34.52,102.26,551.6666667
4,"Fitzgerald, GA",2008_07,-83.25,31.72,69.62,477.2727273
1,"Greensboro, GA",2008_07,-83.18,33.58,74.82,487.8787879
19,"Jackson, GA",2008_07,-83.97,33.3,82.49,518.4615385
16,"Lanier, GA",2008_07,-84,34.28,28.51,511.1111111
12,"Moutlrie, GA",2008_07,-83.79,31.19,191.04,489.1891892
8,"Pulaski Co Stockyard, GA",2008_07,-83.47,32.28,52.4,498.8095238
5,"Swainsboro, GA",2008_07,-82.33,32.6,95.63,470.212766
20,"Thomasville, GA",2008_07,-83.98,30.84,135.19,496.7741935
17,"Washington, GA",2008_07,-82.74,33.74,132.6,479.0322581
13,"Americus, GA",2008_08,-84.23,32.07,133.21,492.6829268
11,"Ashburn, GA",2008_08,-83.65,31.71,98.41,491.1111111
15,"Athens, GA",2008_08,-83.38,33.96,106.36,533.6538462
10,"Blackshear, GA",2008_08,-82.24,31.31,137.26,428.5714286
7,"Blakely, GA",2008_08,-84.93,31.38,130.49,523.6842105
4,"Calhoun, GA",2008_08,-84.95,34.5,76.37,519.2771084
1,"Carnesville, GA",2008_08,-83.24,34.37,129.6,529.6511628
19,"Carrollton, GA",2008_08,-85.08,33.58,100.48,516.2337662
16,"Dixie Livestock Market, GA",2008_08,-82.32,32.37,91.39,514.9253731
12,"Donalsonville, GA",2008_08,-84.88,31.04,,541.2698413
8,"Eastanollee, GA",2008_08,-83.26,34.52,202.71,517.2727273
5,"Fitzgerald, GA",2008_08,-83.25,31.72,103.94,473.015873
2,"Greensboro, GA",2008_08,-83.18,33.58,71.42,525.9259259
20,"Jackson, GA",2008_08,-83.97,33.3,107.41,508.0882353
17,"Lanier, GA",2008_08,-84,34.28,66.51,527.0833333
14,"Moutlrie, GA",2008_08,-83.79,31.19,100.07,508.0882353
9,"Pulaski Co Stockyard, GA",2008_08,-83.47,32.28,127.31,484.2105263
6,"Swainsboro, GA",2008_08,-82.33,32.6,125.27,471.5686275
3,"Thomaston, GA",2008_08,-84.33,32.89,64.84,473.8095238
0,"Thomasville, GA",2008_08,-83.98,30.84,86.83,483.9622642
18,"Washington, GA",2008_08,-82.74,33.74,104.57,478.2258065
13,"Americus, GA",2008_09,-84.23,32.07,98.4,502.7272727
11,"Ashburn, GA",2008_09,-83.65,31.71,79.03,486.9565217
16,"Athens, GA",2008_09,-83.38,33.96,95.92,528.7234043
12,"Blackshear, GA",2008_09,-82.24,31.31,141.96,430
8,"Blakely, GA",2008_09,-84.93,31.38,116.88,578.5714286
5,"Calhoun, GA",2008_09,-84.95,34.5,75.86,512.962963
2,"Carnesville, GA",2008_09,-83.24,34.37,54.09,516.6666667
20,"Carrollton, GA",2008_09,-85.08,33.58,87.28,521.9387755
17,"Dixie Livestock Market, GA",2008_09,-82.32,32.37,92.63,490.4494382
14,"Donalsonville, GA",2008_09,-84.88,31.04,105.25,526.1904762
9,"Eastanollee, GA",2008_09,-83.26,34.52,124.29,508.6956522
6,"Fitzgerald, GA",2008_09,-83.25,31.72,55.76,475
3,"Greensboro, GA",2008_09,-83.18,33.58,82.06,516.9642857
0,"Jackson, GA",2008_09,-83.97,33.3,185.94,518.4615385
18,"Lanier, GA",2008_09,-84,34.28,129.66,507.6388889
15,"Moutlrie, GA",2008_09,-83.79,31.19,69.15,480.1724138
10,"Pulaski Co Stockyard, GA",2008_09,-83.47,32.28,82.96,501.3392857
7,"Swainsboro, GA",2008_09,-82.33,32.6,43.11,483.974359
4,"Thomaston, GA",2008_09,-84.33,32.89,86.18,497.3684211
1,"Thomasville, GA",2008_09,-83.98,30.84,85.61,468.1318681
19,"Washington, GA",2008_09,-82.74,33.74,65.72,502.5
13,"Americus, GA",2008_10,-84.23,32.07,94.61,484.6774194
11,"Ashburn, GA",2008_10,-83.65,31.71,,478.0952381
17,"Athens, GA",2008_10,-83.38,33.96,57.83,537.5
14,"Blackshear, GA",2008_10,-82.24,31.31,69.88,436.3636364
9,"Blakely, GA",2008_10,-84.93,31.38,116.56,550
6,"Calhoun, GA",2008_10,-84.95,34.5,99.25,521.559633
3,"Carnesville, GA",2008_10,-83.24,34.37,142.93,505.4216867
0,"Carrollton, GA",2008_10,-85.08,33.58,86.22,523.6842105
18,"Dixie Livestock Market, GA",2008_10,-82.32,32.37,70.83,495.4545455
15,"Donalsonville, GA",2008_10,-84.88,31.04,77.08,517.5675676
10,"Eastanollee, GA",2008_10,-83.26,34.52,26.82,488.8888889
7,"Fitzgerald, GA",2008_10,-83.25,31.72,112.12,459.0909091
4,"Greensboro, GA",2008_10,-83.18,33.58,107.53,537.9310345
1,"Jackson, GA",2008_10,-83.97,33.3,192.41,500
19,"Lanier, GA",2008_10,-84,34.28,128.47,536.1842105
16,"Moutlrie, GA",2008_10,-83.79,31.19,78.68,490.625
12,"Pulaski Co Stockyard, GA",2008_10,-83.47,32.28,91.51,485.5421687
8,"Swainsboro, GA",2008_10,-82.33,32.6,44.17,457.1428571
5,"Thomaston, GA",2008_10,-84.33,32.89,91.12,540
2,"Thomasville, GA",2008_10,-83.98,30.84,80.23,479.8076923
20,"Washington, GA",2008_10,-82.74,33.74,90.99,512.1794872
13,"Americus, GA",2008_11,-84.23,32.07,57.34,468.75
11,"Ashburn, GA",2008_11,-83.65,31.71,,478.125
18,"Athens, GA",2008_11,-83.38,33.96,35.51,504.1666667
10,"Blakely, GA",2008_11,-84.93,31.38,71.62,495.8333333
7,"Calhoun, GA",2008_11,-84.95,34.5,62.72,532.8125
4,"Carnesville, GA",2008_11,-83.24,34.37,159.24,495.5882353
1,"Carrollton, GA",2008_11,-85.08,33.58,112.02,521.1864407
19,"Dixie Livestock Market, GA",2008_11,-82.32,32.37,37.48,512.0689655
16,"Donalsonville, GA",2008_11,-84.88,31.04,76.08,514
12,"Eastanollee, GA",2008_11,-83.26,34.52,88.97,526.9230769
8,"Fitzgerald, GA",2008_11,-83.25,31.72,36.49,441
5,"Greensboro, GA",2008_11,-83.18,33.58,96.21,533.3333333
2,"Jackson, GA",2008_11,-83.97,33.3,94.19,523.6363636
20,"Lanier, GA",2008_11,-84,34.28,94.05,525.8333333
17,"Moutlrie, GA",2008_11,-83.79,31.19,78.33,473.0769231
14,"Pulaski Co Stockyard, GA",2008_11,-83.47,32.28,88.87,480.1587302
9,"Swainsboro, GA",2008_11,-82.33,32.6,101.6,475.862069
6,"Thomaston, GA",2008_11,-84.33,32.89,69.49,457.1428571
3,"Thomasville, GA",2008_11,-83.98,30.84,36.38,475.6410256
0,"Washington, GA",2008_11,-82.74,33.74,157.99,500.9615385
13,"Americus, GA",2009_01,-84.23,32.07,99.83,472.5
11,"Ashburn, GA",2009_01,-83.65,31.71,66.58,485.2380952
19,"Athens, GA",2009_01,-83.38,33.96,80.35,509.3023256
8,"Calhoun, GA",2009_01,-84.95,34.5,119.32,525.9615385
5,"Carnesville, GA",2009_01,-83.24,34.37,134.01,519.0217391
2,"Carrollton, GA",2009_01,-85.08,33.58,85.57,500.6666667
20,"Dixie Livestock Market, GA",2009_01,-82.32,32.37,36.27,487.1794872
17,"Donalsonville, GA",2009_01,-84.88,31.04,92.21,490
14,"Eastanollee, GA",2009_01,-83.26,34.52,23.4,511.8644068
9,"Fitzgerald, GA",2009_01,-83.25,31.72,98.99,471.5517241
6,"Greensboro, GA",2009_01,-83.18,33.58,96.88,556.5789474
3,"Jackson, GA",2009_01,-83.97,33.3,41.77,460
0,"Lanier, GA",2009_01,-84,34.28,193.22,488.1355932
18,"Moutlrie, GA",2009_01,-83.79,31.19,80.7,460.6666667
15,"Pulaski Co Stockyard, GA",2009_01,-83.47,32.28,97.28,473.1884058
10,"Swainsboro, GA",2009_01,-82.33,32.6,145.61,457.6923077
4,"Thomasville, GA",2009_01,-83.98,30.84,55.54,500
1,"Washington, GA",2009_01,-82.74,33.74,219.16,511.3636364
13,"Americus, GA",2009_02,-84.23,32.07,76.55,445.1219512
11,"Ashburn, GA",2009_02,-83.65,31.71,82.48,488.2352941
20,"Athens, GA",2009_02,-83.38,33.96,80.03,494.1176471
17,"Blackshear, GA",2009_02,-82.24,31.31,79.33,468.1818182
14,"Blakely, GA",2009_02,-84.93,31.38,26.37,545.6521739
9,"Calhoun, GA",2009_02,-84.95,34.5,81.84,511.6883117
6,"Carnesville, GA",2009_02,-83.24,34.37,89.1,517.2043011
3,"Carrollton, GA",2009_02,-85.08,33.58,120.48,490.3614458
0,"Dixie Livestock Market, GA",2009_02,-82.32,32.37,73.23,487.0588235
18,"Donalsonville, GA",2009_02,-84.88,31.04,107.09,488.8888889
15,"Eastanollee, GA",2009_02,-83.26,34.52,191.16,483.6206897
10,"Fitzgerald, GA",2009_02,-83.25,31.72,91.36,466.4705882
7,"Greensboro, GA",2009_02,-83.18,33.58,75.99,536.7346939
4,"Jackson, GA",2009_02,-83.97,33.3,80.77,491.3333333
1,"Lanier, GA",2009_02,-84,34.28,222.99,510
19,"Moutlrie, GA",2009_02,-83.79,31.19,53.05,473.6842105
16,"Pulaski Co Stockyard, GA",2009_02,-83.47,32.28,138.34,460.2272727
12,"Swainsboro, GA",2009_02,-82.33,32.6,171.13,480
5,"Thomasville, GA",2009_02,-83.98,30.84,60.78,483.5820896
2,"Washington, GA",2009_02,-82.74,33.74,,472.3076923
